Name,Category,Latitude,Longitude,Price,Zipcode
The Greek,Greek,40.72403160851802,-74.01044800203925,$$$,10013
Three Roosters,Thai,40.71474,-73.9983,,
The Hull,Sports Bars,40.7032842374726,-73.99133599999999,,
The View at The Battery,American (New),40.70279,-74.01388,$$,10004
Sky 55 Bar & Grill,Bars,40.703234,-74.008687,$$,10041
The Food Sermon Kitchen,Caribbean,40.6985551,-73.9712029,$$,11205
Jora Restaurant & Bar,Peruvian,40.7438054,-73.9515007,$$,11101
Deux Chats,Bars,40.71088,-73.96774,,
Diner,Diners,40.71069,-73.96559,$$,11249
Cookshop,American (New),40.745731881448236,-74.00540454907613,$$,10011
Luke's Lobster FiDi,Seafood,40.7046213003984,-74.0107793876969,$$,10004
The Woo,Korean,40.7253,-74.00371,,
Rucola,Italian,40.68562,-73.98587,$$,11217
Lucali,Pizza,40.681840746711224,-74.0003327,$$,11231
Mr Mista Oh,Korean,40.74324,-73.99123,$$,10010
The Broadway,Bars,40.69096,-73.92488,,
Tiki Chick,Food Delivery Services,40.7034191,-73.99234698426135,,
Pips,Seafood,40.690902,-73.995738,,
The Rusty Face,Mediterranean,40.71418787933165,-73.96078337251589,,
Tabaré,Latin American,40.713046,-73.958968,$$,11211
Prince Street Pizza,Pizza,40.72308755605564,-73.99453001177575,$,10012
Pommes Frites,Belgian,40.730022,-74.000152,$,10012
Woorijip,Korean,40.74747,-73.98648,$,10001
Ci Siamo,Italian,40.75240549384363,-73.9982864846782,$$$,10001
Kabisera,Coffee & Tea,40.720907,-73.989913,$$,10002
La Contenta Oeste,Mexican,40.7352,-73.99808,$$,10011
Nón Lá,Vietnamese,40.725287,-73.987563,$$,10003
Mekong BK,Vietnamese,40.6892852945551,-73.968862183392,$$,11205
Brooklyn Noosh,Persian/Iranian,40.680244,-73.961223,,
Meze Mazi,Greek,40.74366,-73.97941,,
Mister Dips,Wine Bars,40.70564132341565,-74.00205276205709,$,10038
Jajaja Mexicana,Mexican,40.720138288951354,-73.96157921170422,$$,11249
Balzem,Mediterranean,40.72139,-73.99545,$$$,10012
Vinegar Hill House,Bars,40.70275,-73.98124,$$$,11201
Izakaya Toribar,Tapas/Small Plates,40.759641,-73.9685558,$$,10022
Kokomo,Caribbean,40.721985,-73.959706,$$,11249
Xolo,Mexican,40.71153,-73.96761,,
Katz's Delicatessen,Delis,40.722237,-73.9875259,$$,10002
Anything At All,American (New),40.7562,-73.95504,$$,10044
NAYA - FiDi,Lebanese,40.7021301747589,-74.0118362768599,$,10004
Aita,Italian,40.686412,-73.966629,$$$,11238
Pastis,French,40.73928,-74.00695,$$$,10014
Santo Bruklin,Brazilian,40.67509,-73.99956,$$,11231
North River Lobster Co,Seafood,40.761968685867,-74.0028237923088,$$,10036
Magdalene,Lebanese,40.71252,-73.94899,$$,11211
Bird Dog,Southern,40.733983,-74.006549,,
Awesum Dimsum,Dim Sum,40.7388534,-73.98367370212858,$$,10010
Debajo,Tapas Bars,40.746214,-73.98945,,
Saint Julivert,Seafood,40.68787,-73.99565,,
WAU,Malaysian,40.78448,-73.97776,$$,10024
Counter & Bodega,Latin American,40.743833,-73.996231,$$,10011
Friedman's,American (New),40.74839,-73.99062,$$,10001
Veselka,Diners,40.729036,-73.98712,$$,10003
Cheeky Sandwiches,Sandwiches,40.7158,-73.99169,$,10002
Chongkho Restaurant,Thai,40.71101,-73.94929,,
3 Times,Dim Sum,40.71106,-73.95179,,
Falansai,Vietnamese,40.70676,-73.92877,$$,11237
Gus’s Chop House,Modern European,40.68348,-73.99929,,
Dante West Village,Cocktail Bars,40.735202,-74.006251,$$$,10014
Hole In The Wall,Australian,40.74334201163294,-73.99108071293105,$$,10010
Aunt Jake's,Italian,40.7186467,-73.9979241,$$,10013
Pineapple Club,Cocktail Bars,40.725381,-73.983189,$$$,10009
Park Avenue Tavern,American (Traditional),40.75031,-73.9783999,$$,10016
Cool World,American (New),40.72355,-73.95182,,
Pineapple Club,Cocktail Bars,40.725381,-73.983189,$$$,10009
Park Avenue Tavern,American (Traditional),40.75031,-73.9783999,$$,10016
Cool World,American (New),40.72355,-73.95182,,
Society Cafe,American (New),40.73621709073928,-73.99658457729866,$$,10011
Victor,American (New),40.6795300180332,-73.98681309999999,,
Lamonte,French,40.71684,-73.95648,,
Towa,Japanese,40.7442,-73.99062,,
Bar Bête,French,40.6830415993956,-73.9928337145761,,
E Noodle Chinatown,Hong Kong Style Cafe,40.71329,-73.98869,,
Zizi,Mediterranean,40.74293,-74.00002,,
THEP Thai Restaurant,Thai,40.77078,-73.95727,$$,10021
Forma Pasta Factory,Pasta Shops,40.72371,-73.95157,$$,11222
Anejo Tribeca,Mexican,40.71931499731559,-74.00427174111186,$$,10013
La Chilaquería - New York,Mexican,40.746995,-73.992207,,
Malatesta Trattoria,Italian,40.73285,-74.00847,$$,10014
Chama Mama,Georgian,40.7384,-73.99892,$$,10011
Dollar Hits - New York,Filipino,40.746298,-73.900082,$,11377
El Mate,Brazilian,40.6749782203506,-73.9995224876405,$$,11231
Peak,American (New),40.7541644,-74.0009082,$$$$,10001
Khiladi NYC,Indian,40.727536,-73.97926,,
Ginger and Lemongrass,Vietnamese,40.71912,-73.98567,$$,10002
Malii Gramercy,Thai,40.73767,-73.98128,$$,10010
Bokki Seoul Food,Korean,40.69278448368199,-73.98827794662675,,
Fob Brooklyn,Filipino,40.6826583,-73.9930755,$$,11231
Clinton St. Baking Company,Breakfast & Brunch,40.703717,-73.991773,$$,11201
Saigon Social,Vietnamese,40.721476,-73.988248,,
BCD Tofu House,Korean,40.747509,-73.986079,$$,10001
Chong Qing Wharf,Hot Pot,40.63137085498639,-74.00851908604734,,
Jajaja Mexicana,Mexican,40.72979,-74.00455,$$,10014
Don Wagyu,Japanese,40.76234,-73.996759,,
Ammazzacaffè,Cocktail Bars,40.7113172,-73.9446243,$$,11211
Tonchin,Ramen,40.7502727,-73.9844951,$$,10018
Dumpling N' Dips,Dim Sum,40.72944,-73.98934,$,10003
Vineapple Cafe,Coffee & Tea,40.698296727787,-73.99307556416,$$,11201
Haenyeo,Korean,40.67519,-73.98116,$$$,11215
Endswell Bar & Bistro,Cocktail Bars,40.68618,-73.97377,$$,11217
La Pecora Bianca,Bars,40.7525275894982,-73.9829860255122,,
Citizens Of Soho,Cafes,40.72134572319133,-73.99766916309609,$$,10012
Zaab Zaab,Thai,40.74319,-73.8886,$$,11373
Jajaja Mexicana,Mexican,40.71419,-73.99041,$$,10002
Bluebird,Bars,40.66182,-73.96174,$$,11225
Korzo,Modern European,40.66199,-73.99238,$$,11215
Bamboo Walk Restaurant,Caribbean,40.63961491754493,-73.92889195252587,$$$,11203
Gugu Room,Izakaya,40.720122880732625,-73.98932690000238,,
Trattoria Trecolori,Italian,40.759876,-73.986767,$$,10036
Boqueria West 40th St,Tapas/Small Plates,40.75558,-73.99012,$$,10018
Manhatta,American (New),40.70800627689857,-74.00888226517013,$$$$,10005
Fort Defiance,American (New),40.67719,-74.01291,$$,11231
Buccaneer’s Club,Bars,40.746714670108574,-73.9389276552645,,
Hi-Collar,Japanese,40.729564,-73.98786,$$,10003
Lowerline,Cajun/Creole,40.67421,-73.96324,$$,11238
The Warren,Gastropubs,40.7331,-74.0067,$$,10014
Cucina Alba,Italian,40.74498,-74.00692,,
R17,Cocktail Bars,40.70634,-74.00383,$$,10038
Bao Bao Cafe,Ramen,40.740829,-73.983474,$$,10010
Karazishi Botan,Ramen,40.68312,-73.99278,$$,11231
the last drop cafe,Seafood,40.704267,-74.00699999999999,,
Tavern on the Green,American (New),40.772194,-73.9776,$$$,10023
Chito Gvrito,Georgian,40.734764,-73.985862,,
The Reading Room,Breakfast & Brunch,40.7555,-73.97802,,
Blessing,Taiwanese,40.7086279,-73.9415309,,
Teranga Harlem,African,40.796278,-73.949119,$$,10029
Verlaine,Tapas/Small Plates,40.720079,-73.987785,$$,10002
Peaches HotHouse,Southern,40.6833699737169,-73.9437798410654,$$,11216
Cocoron  & Goemon Curry,Japanese,40.72029996280202,-73.99304888458795,$$,10002
Grindhaus,American (New),40.67919,-74.01055,$$,11231
Evil Katsu,Japanese,40.72768479788727,-73.98324300000446,$$,10009
Macao Trading Company,Asian Fusion,40.719623,-74.003904,$$$,10013
Lil Frankie's,Pizza,40.723625,-73.988555,$$,10003
Amici Ristorante,Italian,40.71981,-73.99722,$$,10013
Le Sia,Asian Fusion,40.76072,-73.99119,$$$,10036
Il Corallo Trattoria,Italian,40.7262073,-74.0018919,$$,10012
Win Son Bakery,Cafes,40.70721,-73.94302,$$,11206
Hometown Hotpot & BBQ,Hot Pot,40.71931,-73.99689,$$$,10013
Taste From Everest,Himalayan/Nepalese,40.7422712,-73.9830327,$$,10016
Citizens Of Gramercy,Australian,40.73669225517018,-73.98148811349184,$$,10010
Go! Go! Curry!,Japanese Curry,40.7547,-73.991055,$$,10018
Lava Shawarma,Mediterranean,40.71964,-73.98507,$,10002
Jongro BBQ,Korean,40.747514,-73.986884,$$,10001
Habana Outpost,Cuban,40.686448,-73.974163,$$,11217
Spicy Village,Chinese,40.71695,-73.99327,$$,10002
Marian's,American (New),40.73492,-73.99995,,
Zou Zou’s,Mediterranean,40.752941113750204,-73.99872428597398,$$$,10001
Tonii’s Fresh Rice Noodle,Chinese,40.715608,-73.998949,$,10013
Meadowsweet,American (Traditional),40.7103995,-73.9632384,$$$,11211
Island Shack,Caribbean,40.68695,-73.97541,,
JUA,Korean,40.739694,-73.987832,$$$$,10010
City Vineyard,Wine Bars,40.7205582,-74.0118093,$$,10013
Bites of Xi'an,Chinese,40.68807,-73.98199,$,11217
Hold Fast Kitchen & Spirits,American (New),40.76064,-73.99023,$$,10036
IL Brigante,Italian,40.707492,-74.002571,$$,10038
Osamil,Korean,40.74697,-73.9864,$$,10001
l’abeille,French,40.72188,-74.00995,,
Sanmiwago,Chinese,40.71718663968627,-73.9972861,,
Los Dos Hermanos,Tapas Bars,40.6897589190199,-73.97237462897537,,
Kin Ramen,Ramen,40.76435,-73.97904,$$,10019
Risbo,French,40.6560593,-73.9597273,$$,11225
Frankies 457 Spuntino,Italian,40.677328,-73.997972,$$$,11231
Brindle Room,Bars,40.72667,-73.977292,,
Mezze on the River,Seafood,40.71093,-74.01617,,
City Vineyard,Wine Bars,40.7205582,-74.0118093,$$,10013
Bites of Xi'an,Chinese,40.68807,-73.98199,$,11217
Hold Fast Kitchen & Spirits,American (New),40.76064,-73.99023,$$,10036
IL Brigante,Italian,40.707492,-74.002571,$$,10038
Osamil,Korean,40.74697,-73.9864,$$,10001
l’abeille,French,40.72188,-74.00995,,
Sanmiwago,Chinese,40.71718663968627,-73.9972861,,
Los Dos Hermanos,Tapas Bars,40.6897589190199,-73.97237462897537,,
Kin Ramen,Ramen,40.76435,-73.97904,$$,10019
Risbo,French,40.6560593,-73.9597273,$$,11225
Frankies 457 Spuntino,Italian,40.677328,-73.997972,$$$,11231
Brindle Room,Bars,40.72667,-73.977292,,
Mezze on the River,Seafood,40.71093,-74.01617,,
Gatsby's Landing Times Square,American (New),40.7565,-73.98427,,
Cowgirl Seahorse,Tex-Mex,40.7081358,-74.0004532,$$,10038
Los Tacos No. 1,Tacos,40.714282,-74.008675,$$,10007
Sereneco,American (New),40.73025024164356,-73.95781014114618,,
Mr. Sun,Dim Sum,40.75809,-73.98026,$$,10036
Mino Brasserie,French,40.73771,-74.00152,,
Gai Kitchen,Thai,40.717189594947605,-73.9972861,,
Fulgurances,Latin American,40.72943,-73.95738,,
Cuba Restaurant and Rum Bar,Cuban,40.729084,-73.998832,$$,10012
Misirizzi,Italian,40.7272,-73.99228,$$,10003
Mekelburg's,Specialty Food,40.687542,-73.962334,$$,11238
Lupa,Italian,40.7276,-74.000045,$$$,10012
Hao Noodle Chelsea,Chinese,40.7406999,-74.00436,$$,10014
Yiwanmen,Noodles,40.7193132739237,-73.99627615337461,$,10013
Paisley,Indian,40.722387,-74.0095662,,
Omakase By Korami,Japanese,40.763503307884655,-73.989323,$$$$,10019
Black Iris,Middle Eastern,40.687318869309735,-73.9724778,$$,11205
Tofu Tofu,Korean,40.7176299520983,-73.9954301342368,$$,10013
The Spaniard,American (New),40.7327497,-74.0021829,$$,10014
Imani,Caribbean,40.689413,-73.970866,$$,11205
Pig Beach BBQ - Brooklyn,Barbeque,40.6792941479875,-73.9880264255794,$$,11231
Dim Sum Palace,Dim Sum,40.7259,-73.98986,$$,10003
Double Chicken Please,Cocktail Bars,40.719584,-73.990486,$$,10002
Banter,Breakfast & Brunch,40.739135,-74.005738,$$,10014
Osteria Brooklyn,Italian,40.693154,-73.967177,$$$,11205
Kyuramen - Union Square,Ramen,40.73310125993799,-73.9866958494115,$$,10003
Carbone,Italian,40.728,-74.0001497,$$$$,10012
Birdies Hot Chicken,Chicken Shop,40.7118,-73.94108,$$,11206
Banh,Vietnamese,40.80085,-73.96562,$$,10025
Itaewon Pocha,Gastropubs,40.7475125111924,-73.9867554408843,$$,10001
La Barca Cantina,Mexican,40.76131,-74.00194,,
Los Tacos No.1,Tacos,40.7575067,-73.9877717,$,10036
Jajaja Mexicana,Mexican,40.75264793272132,-73.99981519174997,,
Leland Eating and Drinking House ,Wine Bars,40.679822105618534,-73.96511882543564,,
French Louie,French,40.6879459,-73.988257,$$,11201
Bar Crudo,Seafood,40.670226,-73.985768,$$$,11215
The Folly,Seafood,40.72721,-74.00004,$$,10012
Minetta Tavern,French,40.7300047976758,-74.0006073834151,$$$,10012
Runner Up,French,40.66556972929384,-73.98229889177945,,
Pio Pio 8,Latin American,40.760506289326,-73.994564488901,$$$,10036
Boran,Thai,40.6782327,-73.998062,$$,11231
Boqueria,Tapas/Small Plates,40.771522,-73.956073,$$$,10075
Frida Midtown,Mexican,40.756610894855896,-73.96919065816803,$$$,10022
Calyer,Coffee & Tea,40.6938,-73.96394,,
Chef Tan Newport 蜀湘门第,Szechuan,40.7283333339534,-74.0344276659991,$$,07310
Wakuwaku,Izakaya,40.6559047,-74.0067754,,
Bobwhite Counter,Southern,40.72365,-73.97899,$,10009
Follia,Wine Bars,40.7349243164062,-73.9855880737305,$$,10003
Four Five Six,Bars,40.719181,-73.943149,$$,11222
Sobre Masa,Mexican,40.70634,-73.93136,,
Flip Sigi,Filipino,40.7344965,-74.0020674,$$,10014
Barbuto,Italian,40.73885,-74.00932,,
The HiHi Room,Burgers,40.6871,-73.99036,,
Izakaya,Izakaya,40.72667,-73.98738,$$,10003
Someday Bar,Bars,40.68736,-73.98633,$$,11217
Wok Wok Southeast Asian Kitchen,Chinese,40.7140555,-73.9988387116394,$$,10013
Chez Moi,French,40.6907305802403,-73.99551244328,$$$,11201
Paulie Gee's,Pizza,40.729546,-73.958568,$$,11222
Bolero,Vietnamese,40.71799,-73.95741,,
Brooklyn Suya,African,40.67402,-73.95661,$$,11216
Tipsy Shanghai,Shanghainese,40.72929,-73.99882,$$,10012
Two Hands,Cafes,40.726306014451026,-73.9956844,,
Bar Goto,Cocktail Bars,40.72277,-73.98989,$$,10002
Vinyl Steakhouse,Steakhouses,40.74004396634562,-73.9930878,,
Flora,Italian,40.66458,-73.9800099,$$,11215
Baba's Pierogies,Modern European,40.67687,-73.98633,$$,11215
K'OOK,Korean,40.72682,-73.98738,$$,10003
Upland,American (New),40.7418912,-73.9846396,$$$,10010
Lombardi's Pizza,Pizza,40.7215934960083,-73.9955956044561,$$,10012
Nubiani,Korean,40.74699,-73.9854,,
Ho Foods,Taiwanese,40.72634,-73.98478,$$,10009
The Landing,Cocktail Bars,40.7511917,-73.992165,,
Employees Only,American (New),40.73343,-74.00617,$$$,10014
Hey Yuet,Dim Sum,40.74703,-73.99645,,
Chikarashi,Japanese,40.71792477072888,-73.99945752883555,$$,10013
Ensenada,Mexican,40.7105293956958,-73.95418263068801,,
POST,Breakfast & Brunch,40.7225246,-73.9821975,$$,10009
Nai ,Tapas/Small Plates,40.726568148550406,-73.98890549678106,$$$,10003
Adrienne's Pizzabar,Pizza,40.7043362,-74.0101733,$$,10004
Pasta Louise,Italian,40.6642062,-73.98072600173181,,
Karczma,Polish,40.729977,-73.955128,$$,11222
Kame,Ramen,40.7474881059799,-73.996648862958,$$,10001
Gazab,Indian,40.72191,-73.98666,,
Sea Wolf - Williamsburg Waterfront,Seafood,40.709946,-73.968608,$$$,11249
Winona's,American (Traditional),40.700038,-73.945787,,
P.J. Clarke's,American (Traditional),40.71376403876921,-74.01622797321502,$$,10281
Threes Brewing Greenpoint,Bars,40.73025,-73.95781,$$,11222
Gitano Island,Mexican,40.69153851083249,-74.01397807055223,,
Le Botaniste,Vegetarian,40.7204278,-74.0002028,$$,10013
Fornino,Italian,40.692930215177675,-74.00165153160219,$$,11201
Pylos,Greek,40.72608,-73.98415,$$$,10009
Le French Diner,French,40.7218274586187,-73.9879689992204,$$,10002
The Commodore,Bars,40.7138257110445,-73.9556050300598,$$,11211
Leuca,Italian,40.722121,-73.956678,$$$,11249
Manousheh - Bleecker,Lebanese,40.729511,-74.001275,$,10012
La Parisienne,Cafes,40.70961,-74.0093799,$$,10038
The Orchard Room,Bars,40.719365,-73.989322,,
The Smith,American (New),40.7716201269986,-73.9818377981476,$$,10023
Island Oyster,Bars,40.6931407627818,-74.0162645280361,$$,11231
Ume Williamsburg,Sushi Bars,40.71657,-73.96559,$$$$,11249
Brooklyn Chop House,Dim Sum,40.71151,-74.00597,$$$,10038
Sweet Chick,American (New),40.67763,-73.97255,$$,11217
Casa Ora,Venezuelan,40.707943,-73.9437707,$$$,11206
Bombay Vada House,Indian,40.726568,-74.043767,,
750 Myrtle Diner,Tapas Bars,40.694779,-73.952807,$$,11205
Egg Shop,Breakfast & Brunch,40.7204574688656,-73.9952510689421,$$,10012
Thai Holic,Thai,40.693005,-73.971286,$$,11205
Sushi W,Japanese,40.79837,-73.96941,,
Da Gennaro,Italian,40.71832,-73.99794,$$$,10013
Cafe Spaghetti,Italian,40.68412,-74.0024,,
Forever Thai,Thai,40.7039938,-73.9310911,$$,11237
Gertie,Breakfast & Brunch,40.712389,-73.9555675,$$,11211
Little Ways,American (Traditional),40.722622,-74.0033741,,
Ops,Pizza,40.70276,-73.9171,$$,11237
Mad Morton,American (New),40.731365,-74.003888,,
Emilia by Nai,Cafes,40.729047028115936,-73.98390437116394,,
LaRina Pastificio & Vino,Bars,40.6933631896973,-73.9704132080078,$$,11205
Schilling Restaurant & Bar,Austrian,40.70857,-74.014,$$,10006
Pies-n-Thighs,Southern,40.711191,-73.961424,$$,11211
Tavola,Italian,40.755403,-73.994516,$$,10018
Five Leaves,American (New),40.72371830945,-73.95159863632,$$,11222
Nish Nush,Vegetarian,40.715688,-74.007695,$$,10013
Memphis Seoul,Soul Food,40.6716953,-73.9578342,$$,11238
Qahwah House,Middle Eastern,40.7185628184474,-73.9571302649415,$,11249
Verde on Smith,Italian,40.684439,-73.992244,$$,11201
Eva’s x Cinco de Mayo,Specialty Food,40.732822,-73.997152,$,10011
Hollow Nickel,Pubs,40.68562,-73.9819,$$,11217
12 Chairs,Middle Eastern,40.72759,-74.0024,$$,10012
Guevara's,Mexican,40.688019,-73.962881,$$,11238
Au Za'atar,Lebanese,40.759,-73.962771,,
Golden Diner,Diners,40.71244,-73.994,$$,10002
Buttermilk Channel,American (New),40.675919,-73.999059,$$,11231
St. Anselm,American (New),40.7143299,-73.95604,$$$,11211
Baodega,Shanghainese,40.74014,-73.99178,$$,10011
Miznon,Sandwiches,40.75352,-74.00012,$$,10001
Fuji Hibachi,Japanese,40.7579059,-73.99069,$$,10036
Sweet Catch ,Seafood,40.657376,-73.950539,,
12 Chairs Cafe,Middle Eastern,40.7145615,-73.9653168,$$,11249
Verōnika,Modern European,40.7392209,-73.98672189999999,,
Joe’s Steam Rice Roll,Hong Kong Style Cafe,40.7190194496717,-74.0008207038045,$,10013
One Fifth,Bars,40.731958617147676,-73.99622414955519,,
Mermaid Oyster Bar,Seafood,40.72922,-74.00126,,
Fifty Henry,Wine Bars,40.69955614677912,-73.99227966108869,,
Estuary,Bakeries,40.6932355,-74.0007940774,,
La Chacra,Peruvian,40.71141,-73.94762,,
Nan Xiang Xiao Long Bao - Manhattan,Dim Sum,40.74822527534694,-73.9857786,$$,10001
El Zason,Mexican,40.6858552,-73.98149149999999,,
Dimsum Garden,Dim Sum,40.74979,-73.97743,,
Sista's Place,Jazz & Blues,40.68338,-73.950477,$$,11216
The Wilson NYC,American (New),40.74587,-73.99265,$$,10001
The Cactus Shop,Cocktail Bars,40.71672,-73.96543,$$,11249
Claro,Mexican,40.6773587963142,-73.9861984489446,$$,11215
Brooklyn Hots,American (New),40.68748327305635,-73.9601805658891,,
Little Tiffin,Thai,40.732257609566,-73.9543802663684,,
Leyenda,Latin American,40.68431,-73.99197,$$,11201
Aldama,Mexican,40.710999707909046,-73.96489653736353,,
Aska,Scandinavian,40.71226,-73.96641,$$$$,11249
SUGARFISH by Sushi Nozawa - Midtown West,Japanese,40.764976,-73.981655,,
Bistro So,Brasseries,40.71755,-73.95603,$$,11211
Gage and Tollner,American (Traditional),40.691328,-73.987861,$$$$,11201
Maru 2,Japanese,40.7416362670334,-74.0007360062909,$,10011
Au Za'atar,Wine Bars,40.728901,-73.981185,$$,10009
Marc Forgione,American (New),40.71647,-74.0095599,$$$,10013
Red Fish,Seafood,40.7769158819769,-73.9354103200168,,
Smør,Scandinavian,40.72935222162667,-73.98166426266144,,
Eira Mercearia ,Portuguese,40.718249,-74.043316,$$,07302
Howling Jeng Pop up Location,Hong Kong Style Cafe,40.72467,-73.95117,,
Barely Disfigured,Cocktail Bars,40.68309,-73.9928,$$,11231
The Malt House,Gastropubs,40.709659,-74.009262,$$,10038
The Nuaa Table,Thai,40.679366,-73.968485,,
Tuk Tuk,Thai,40.743232,-73.954254,$$,11101
Little Rascal,Middle Eastern,40.7208633,-73.9950497,$$,10012
LOVE Korean BBQ,Korean,40.747118,-73.985056,$$$,10016
ÇKA KA QËLLU,Modern European,40.74469,-73.98184,,
Anassa Taverna,Greek,40.71538461875374,-74.01549343149449,,
Mr Bao,Shanghainese,40.717057,-73.958764,,
Duckedup,Dim Sum,40.7205,-73.98826,,
The Mermaid Inn,Seafood,40.74813167,-74.00410833,$$$,10011
Le Fond,French,40.7258415222168,-73.9511032104492,$$,11222
Buddakan,Chinese,40.7422762672197,-74.0048000961542,$$$$,10011
Kahlo,Mexican,40.752092,-74.0026757,$$$,10001
Via Carota,Italian,40.733148231901204,-74.00366777251583,$$$,10014
Leroy's,Cocktail Bars,40.7335102,-73.95834024065202,,
Friedmans,Breakfast & Brunch,40.755311,-73.998389,$$,10018
Chard,Singaporean,40.73502,-73.99296,,
Bites of Xi'an,Burgers,40.730861,-73.989941,,
LaLou,Restaurants,40.680311,-73.967596,,
Buddakan,Chinese,40.7422762672197,-74.0048000961542,$$$$,10011
Kahlo,Mexican,40.752092,-74.0026757,$$$,10001
Via Carota,Italian,40.733148231901204,-74.00366777251583,$$$,10014
Leroy's,Cocktail Bars,40.7335102,-73.95834024065202,,
Friedmans,Breakfast & Brunch,40.755311,-73.998389,$$,10018
Bites of Xi'an,Burgers,40.730861,-73.989941,,
LaLou,Restaurants,40.680311,-73.967596,,
E Noodle 粥麵館 - Chinatown,Hong Kong Style Cafe,40.71379,-73.99731,$,10038
Saigon Grill & Bar,Vietnamese,40.61883,-73.93099,$$,11234
Danubius Restaurant,Modern European,40.740360159934376,-73.92383323150537,,
Qanoon,Middle Eastern,40.74524,-74.00202,$$,10011
Tsukimi,Japanese,40.72908,-73.98541,$$$$,10003
Miriam,Wine Bars,40.6801719843659,-73.9777555239717,$$,11217
Sisters,Music Venues,40.6828717,-73.9651809,$$,11238
Di Fara Pizza,Pizza,40.706894091267536,-74.00184964894031,,
Shinka Ramen & Sake Bar,Ramen,40.7170795322745,-73.9952574670315,$$,10002
Taiyaki NYC,Desserts,40.71789,-73.9988,$,10013
After Life,Cocktail Bars,40.70303,-73.93338,,
The Fly,Wine Bars,40.68191,-73.95848,,
Jus' Bad Food,Restaurants,40.7581621389416,-73.9546883533254,,
Charm Kao,Thai,40.6892229764259,-73.9863216751898,$$,11201
Xu's Public House,Chinese,40.73589,-73.9917,$$$,10003
Safari Restaurant NYC,Somali,40.80381,-73.9535,$$,10026
Sweet Talk,Cocktail Bars,40.6712112426758,-73.9909439086914,$$,11215
Maite,Mediterranean,40.69924,-73.926797,$$,11221
Shiraz Kitchen & Wine Bar,Persian/Iranian,40.73975906936846,-73.9959804,,
Crown Shy,American (New),40.7063449,-74.0076944,$$$$,10005
Bowery Road,American (New),40.7333427,-73.9901924,$$$,10003
66S Fusion,Sushi Bars,40.6977600194066,-73.9715740687866,$$,11205
Ilili,Mediterranean,40.74435,-73.98778,$$$,10001
Luchadores,Mexican,40.70582,-74.00411,$$,10038
Mekelburg's,Bars,40.71375,-73.96704,$$,11249
Libertador Steakhouse - Brooklyn,Argentine,40.68733913171535,-73.99817533175143,$$,11201
Xi’an Famous Foods,Chinese,40.70919,-74.00934,$$,10038
Sweetbriar,American (New),40.7422837,-73.9831629,,
Ten Hope,Mediterranean,40.713658,-73.957576,$$$,11211
Casa Enrique,Mexican,40.743404338358,-73.954350367693,$$,11101
Diem Eatery,Coffee & Tea,40.69129,-73.99756,,
Grand Master 95,Chinese,40.71776,-73.99422,$$,10002
Brooklyn Ice House,Barbeque,40.67924397549146,-74.01100745111071,$,11231
Old Xi'an,Chinese,40.70591,-74.00747,$$,10005
Maman,Cafes,40.75151,-73.99581,,
Swell Dive,Filipino,40.689183858613,-73.9549609646201,$$,11205
Mad For Chicken Cobble Hill,Restaurants,40.68578,-73.99125,$$,11201
Buena Vista Restaurant & Bar,Latin American,40.75686,-73.99356,$$$,10018
Turk's Inn,Turkish,40.70554,-73.922316,$$$,11237
L'Angeletto,Italian,40.73541417,-73.982956,,
Sapps,Japanese,40.74762,-73.94008,$$,11101
Mercato,Italian,40.75619,-73.9937,$$,10018
East Hae,Gastropubs,40.71847,-73.96054,$$,11249
Mercato,Italian,40.75619,-73.9937,$$,10018
East Hae,Gastropubs,40.71847,-73.96054,$$,11249
Little Mad,American (New),40.74502,-73.98513,$$$$,10016
Spaghetti Incident,Italian,40.7223153441439,-73.9899454318763,$$,10002
HACHE,Tapas Bars,40.75591,-73.96732,,
Ootoya Times Square,Sushi Bars,40.75487,-73.98599,$$,10036
Patti Ann's,American (New),40.67959,-73.96837,,
SUGARFISH by sushi nozawa,Sushi Bars,40.72511,-74.00358,$$$,10012
Ootoya Union Square,Sushi Bars,40.73316,-73.99273,$$,10003
Yia Yia's Taverna,Greek,40.70401,-73.93086,,
Jack's Wife Freda,Breakfast & Brunch,40.74091,-74.00146,$$,10011
Peppa's Jerk Chicken,Caribbean,40.7213317,-73.9883667,$$,10002
Sonnyboy,Breakfast & Brunch,40.72052,-73.9901,$$,10002
Dawa's,Himalayan/Nepalese,40.7456869,-73.9126859,$$,11377
Shake Shack Dumbo,American (Traditional),40.703081726098,-73.994004,$$,11201
Yara,Lebanese,40.75646,-73.9662,,
Canto,Italian,40.73512,-74.00671,,
Casa Bocado,Mexican,40.71958,-73.99484,,
Freda's Caribbean & Soul Cuisine,Caribbean,40.80095,-73.96141,$$,10025
Iris Cafe,Breakfast & Brunch,40.6931816,-74.000869,$$,11201
NOMO Kitchen,American (New),40.7198301,-74.0000708,$$,10013
Jiang's Kitchen,Chinese,40.72808,-73.98615,,
Popular,Peruvian,40.7230242082441,-73.99179367886067,$$$,10002
KazuNori  | The Original Hand Roll Bar,Sushi Bars,40.74519,-73.98824,$$,10001
Samurai Papa BS,Ramen,40.68981,-73.95101,$$,11216
Cafe Ubani,Cafes,40.73005,-74.00417,$$,10014
Scarpetta,Italian,40.744509,-73.9856,$$$,10016
